trigger_word,theme,source_lexicon,section,count,per_1000_words,context_snippet,symbol,filing_date,call_date,url
margin expansion,positive_guidance,custom,remarks,1,0.16168148746968472,"Surya Patra: Okay. Okay. And then for the existing business or continuing business, this margin expansion, you said on the revenue -- in the prices front, there is no sequential im",CLEAN,2024-08-03,2024-07-18,https://nsearchives.nseindia.com/corporate/CLEAN_03082024182729_Intimation_earnings_con_call_03_08_2024.pdf
market share gain,positive_guidance,custom,remarks,1,0.16168148746968472,"ext 2 or 3 quarters. Ankur Periwal: Okay. But demand is picking up? Or it is towards your market share gain that we are witnessing here? Siddharth Sikchi: Yes, yes. Volume-led grow",CLEAN,2024-08-03,2024-07-18,https://nsearchives.nseindia.com/corporate/CLEAN_03082024182729_Intimation_earnings_con_call_03_08_2024.pdf
muted,negative_caution,custom,remarks,1,0.16168148746968472,"ine of from Arun from Credit Aspat. Please go ahead. Hello Mr. Arun, your line has been unmuted. Please go ahead with your question. Arun: It is Arun from Avendus Spark. Good eveni",CLEAN,2024-08-03,2024-07-18,https://nsearchives.nseindia.com/corporate/CLEAN_03082024182729_Intimation_earnings_con_call_03_08_2024.pdf
capex,capital_actions,custom,remarks,26,4.203718674211803,"er. Page 2 of 15 Clean Science and Technology Limited August 01, 2024 A little bit on the capex. We have incurred a capex of about INR100 crores during the quarter 1, which was pri",CLEAN,2024-08-03,2024-07-18,https://nsearchives.nseindia.com/corporate/CLEAN_03082024182729_Intimation_earnings_con_call_03_08_2024.pdf
one-off,negative_caution,custom,QnA,1,0.14289797084881395,"It is the same reason for which other banks are also penalized. Ashok Ajmera: And it‟s a one-off kind of a thing, isn‟t it? M. V. Rao: Yes, it is same for all the banks. Ashok Ajme",CENTRALBK,2024-07-24,2024-07-24,https://nsearchives.nseindia.com/corporate/CENTRALBK_24072024143952_Final_SE_ConferenceTranscript.pdf
wait and watch,hedging_evasion,custom,QnA,1,0.14289797084881395,", though you replied on the earlier question? M. V. Rao: Yes, that‟s what I told earlier, wait and watch. I have to maintain the same thing now also. I cannot change within 5 to 6 ",CENTRALBK,2024-07-24,2024-07-24,https://nsearchives.nseindia.com/corporate/CENTRALBK_24072024143952_Final_SE_ConferenceTranscript.pdf
capex,capital_actions,custom,remarks,6,0.7877116975187082,"ok at your FY22 cross-block, it's around INR130 crores. And assuming we do INR100 crores, capex, mostly FY26, my cross-block comes to around, let's say, INR230 crores. And if I ass",SBCL,2023-05-25,2023-05-25,https://nsearchives.nseindia.com/corporate/SBCL_25052023181552_Reg30Transcript.pdf
order book,positive_guidance,custom,QnA,1,0.13776002204160354,"that you would be looking to increase your order pipeline. So, if we look at the current order book it is around 77 Crores and if you calculate last quarter it was around 104 Crore",CUPID,2023-11-16,2023-11-16,https://nsearchives.nseindia.com/corporate/CUPID_16112023174715_Q2FY24_Concall_Transcript.pdf
capacity expansion,positive_guidance,custom,QnA,10,1.3776002204160354,manufacturing background. Pranay Gandhi: And my next question would be in regards to the capacity expansion that you were referring to earlier with the amount of cash we have 125 C,CUPID,2023-11-16,2023-11-16,https://nsearchives.nseindia.com/corporate/CUPID_16112023174715_Q2FY24_Concall_Transcript.pdf
margin expansion,positive_guidance,custom,QnA,2,0.27552004408320707,art expansion by doubling our top line in the coming years. Onkar Ghugardare: So 4% to 5% margin expansion on each category or as a combined. Aditya Halwasiya: As a combined we wil,CUPID,2023-11-16,2023-11-16,https://nsearchives.nseindia.com/corporate/CUPID_16112023174715_Q2FY24_Concall_Transcript.pdf
capex,capital_actions,custom,QnA,2,0.27552004408320707,"pand our facilities. On the marketing side and hiring new people on the new sort of human CapEx that we would be doing, do we plan to raise any money from the markets or take any b",CUPID,2023-11-16,2023-11-16,https://nsearchives.nseindia.com/corporate/CUPID_16112023174715_Q2FY24_Concall_Transcript.pdf
buyback,capital_actions,custom,QnA,1,0.13776002204160354,"ing background. Onkar Ghugardare: So much of going on earlier there used to be a talks of buybacks and all that, that is I guess out of question now, but what would be the distribu",CUPID,2023-11-16,2023-11-16,https://nsearchives.nseindia.com/corporate/CUPID_16112023174715_Q2FY24_Concall_Transcript.pdf
order book,positive_guidance,custom,QnA,1,0.145623998835008,"question? Lakshminarayanan KG: Yes, so in Abhinava Rizel, what product build-up or the order book do you think, whether it will be international or it will be Indian? And if so, wh",MMFL,2024-06-05,2024-06-05,https://nsearchives.nseindia.com/corporate/MMFL_05062024105308_Transcript.pdf
margin expansion,positive_guidance,custom,QnA,2,0.291247997670016,"have seen improvement over the last three quarters and lot has been driven by the gross margin expansion. Any reason for the improvement? Is it price hikes, lower input costs, bett",MMFL,2024-06-05,2024-06-05,https://nsearchives.nseindia.com/corporate/MMFL_05062024105308_Transcript.pdf
market share gain,positive_guidance,custom,QnA,1,0.145623998835008,"mean, the outperformance over industry? What should drive the new products, new orders, market share gains? How do you see the growth in domestic side, sir? Vidyashankar Krishnan: ",MMFL,2024-06-05,2024-06-05,https://nsearchives.nseindia.com/corporate/MMFL_05062024105308_Transcript.pdf
headwinds,negative_caution,custom,QnA,1,0.145623998835008,"9% to 10% of our sales. So, I would say this will stabilize only here and we have a few headwinds on this side. The Tamil Nadu government has unfortunately taken a decision to incr",MMFL,2024-06-05,2024-06-05,https://nsearchives.nseindia.com/corporate/MMFL_05062024105308_Transcript.pdf
let us see,hedging_evasion,custom,QnA,1,0.145623998835008,"ke out, if possible, about INR100 crores out of the inventory. That is our internal aim. Let us see how much we are able to achieve. The goal is to get out INR100 crores. Also, wha",MMFL,2024-06-05,2024-06-05,https://nsearchives.nseindia.com/corporate/MMFL_05062024105308_Transcript.pdf
capex,capital_actions,custom,QnA,9,1.3106159895150722,"How are the trials for the PMS and motors going, sir? Any new auto wins? And how is the capex progressing there, sir? Vidyashankar Krishnan: Okay. Yes, that's a very valid point. W",MMFL,2024-06-05,2024-06-05,https://nsearchives.nseindia.com/corporate/MMFL_05062024105308_Transcript.pdf
margin expansion,positive_guidance,custom,remarks,1,0.6341154090044389,"plan on rising synergistic growth both in India and overseas, coupled with our focus on margin expansion. We see significant value creation through this acquisition. Now I would as",TANLA,2023-06-14,,https://nsearchives.nseindia.com/corporate/TANLA_14062023150600_Transcript_to_SEs_Final.pdf
margin expansion,positive_guidance,custom,QnA,1,0.26007802340702213,"ly on the EBITDA margins. So the margin benefit we're talking about, is it through gross margin expansion or it's like cutting the cost and the tariffs levels -- sorry, at the Valu",TANLA,2023-06-14,,https://nsearchives.nseindia.com/corporate/TANLA_14062023150600_Transcript_to_SEs_Final.pdf
order book,positive_guidance,custom,QnA,8,0.9878982464806125,"execution timelines? And how likely is it that the L1 orders actually translate into your order book for the following year? That's one. And the second one is, we have talked about",NETWEB,2023-08-21,2023-08-14,https://nsearchives.nseindia.com/corporate/NETWEB_21082023132046_Transcript.pdf
one-off,negative_caution,custom,QnA,1,0.12348728081007657,against a large order which was subsequently realized in the ongoing quarter. This was a one-off situation which is unlikely to happen in future and hence can be assumed to be outl,NETWEB,2023-08-21,2023-08-14,https://nsearchives.nseindia.com/corporate/NETWEB_21082023132046_Transcript.pdf
muted,negative_caution,custom,QnA,1,0.12348728081007657,"of these dips which you see today. And also, secondly, that this quarter was also a bit muted. So, obviously, the numerator also was smaller. So, I mean, these are the combined rea",NETWEB,2023-08-21,2023-08-14,https://nsearchives.nseindia.com/corporate/NETWEB_21082023132046_Transcript.pdf
capex,capital_actions,custom,QnA,4,0.49394912324030626,"of, basically, purchases are for B2B kind of purchases wherein people use it for, it's a capex purchase, either it's a supercomputing or a cloud or AI system, it's basically a cape",NETWEB,2023-08-21,2023-08-14,https://nsearchives.nseindia.com/corporate/NETWEB_21082023132046_Transcript.pdf
operating leverage,positive_guidance,custom,QnA,7,0.8811681772406847,"th Reddy: We are talking of around ൟ800 to ൟ850 on a very conservative scale. Given the operating leverages that we have and the current fuel price trends, which we believe current",SAGCEM,2023-10-25,2023-10-25,https://nsearchives.nseindia.com/corporate/SAGCEM_25102023162815_SclNsEBsEConcallTranscript25102023.pdf
slowdown,negative_caution,custom,QnA,1,0.12588116817724068,"notification has come for Telangana. Given that scenario though we don't expect a major slowdown, but it would definitely impact the labour availability and all for some time. So g",SAGCEM,2023-10-25,2023-10-25,https://nsearchives.nseindia.com/corporate/SAGCEM_25102023162815_SclNsEBsEConcallTranscript25102023.pdf
one-off,negative_caution,custom,QnA,2,0.25176233635448136,"Amit Murarka: And how much was the clinker sale there? Sreekanth Reddy: No, that was one-off because as mentioned, Mattampally was under maintenance. So we shifted some amount of c",SAGCEM,2023-10-25,2023-10-25,https://nsearchives.nseindia.com/corporate/SAGCEM_25102023162815_SclNsEBsEConcallTranscript25102023.pdf
come back to you,hedging_evasion,custom,QnA,2,0.25176233635448136,"steps. It will definitely take 15 months is what we strongly think. We are very happy to come back to you with the status on it once we have crossed each milestone, Mr. Shravan. Sh",SAGCEM,2023-10-25,2023-10-25,https://nsearchives.nseindia.com/corporate/SAGCEM_25102023162815_SclNsEBsEConcallTranscript25102023.pdf
capex,capital_actions,custom,QnA,22,2.769385699899295,"ference Call October 20, 2023 Page 6 of 22 Shravan Shah: Okay. And lastly, on the CapEx, 1H, we have done ൟ130-odd crore. So how one can look at for this year at least? Sree",SAGCEM,2023-10-25,2023-10-25,https://nsearchives.nseindia.com/corporate/SAGCEM_25102023162815_SclNsEBsEConcallTranscript25102023.pdf
headwinds,negative_caution,custom,QnA,1,0.1114951499609767,"e. We are hopeful of reducing the cost of acquisition which can compensate for any other headwinds. So, at minimum we will be attempting to sustain the core operating performance. ",SBICARD,2022-05-05,2022-04-29,https://nsearchives.nseindia.com/corporate/SBICARD_05052022185208_DisclosureTranscript.pdf
one-off,negative_caution,custom,QnA,1,0.1114951499609767,erformance. By core performance what I mean is knocking out for any extraordinary items (One-off items) like GST refund what we got during the year or otherwise the kind of credit ,SBICARD,2022-05-05,2022-04-29,https://nsearchives.nseindia.com/corporate/SBICARD_05052022185208_DisclosureTranscript.pdf
cannot comment,hedging_evasion,custom,QnA,1,0.1114951499609767,"it card, that possibility is still open. Rama Mohan R Amara: We do not know actually. I cannot comment, it was an announcement in December, so we do not know the thought process. O",SBICARD,2022-05-05,2022-04-29,https://nsearchives.nseindia.com/corporate/SBICARD_05052022185208_DisclosureTranscript.pdf
market share gain,positive_guidance,custom,remarks,1,0.29841838257236647,"u could throw some more color on this exactly what is it driven by? Is it more driven by market share gains, because you're hearing about reduced competitive intensity in the marke",CUMMINSIND,2021-02-01,,https://nsearchives.nseindia.com/corporate/CUMMINSIND_01022021130405_IntimationSEforTRANSCRIPT29012021.pdf
muted,negative_caution,custom,remarks,4,1.1936735302894659,"e first question is coming up from Sandeep Tulsiyan from JM Financials. Line has been unmuted, please go ahead. Sandeep Tulsiyan: Yeah. A very good morning. First question is perta",CUMMINSIND,2021-02-01,,https://nsearchives.nseindia.com/corporate/CUMMINSIND_01022021130405_IntimationSEforTRANSCRIPT29012021.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.29841838257236647,"have been hit by multiple waves, and that has caused quite a bit of disruption. So it's difficult to predict whether, you know, every few months, we should start seeing the demand ",CUMMINSIND,2021-02-01,,https://nsearchives.nseindia.com/corporate/CUMMINSIND_01022021130405_IntimationSEforTRANSCRIPT29012021.pdf
demand is strong,positive_guidance,custom,QnA,1,0.21052631578947367,"likely implications for next two quarters on the business? Ashwath Ram: Yeah, pre-buy demand is strong. We saw some of it and we are going to see more of it in the coming quarter. ",CUMMINSIND,2021-02-01,,https://nsearchives.nseindia.com/corporate/CUMMINSIND_01022021130405_IntimationSEforTRANSCRIPT29012021.pdf
